	LL07	LL09	LL11	LL08	LL10	LL12
ENSLAIG00005000710	369	439	155	544	482	171
ENSLAIG00005000712	0	0	0	0	0	0
ENSLAIG00005000714	2	0	1	1	0	1
ENSLAIG00005000715	452	355	350	474	334	379
ENSLAIG00005000716	13168	3316	6493	17569	2329	4599
ENSLAIG00005000717	299	204	138	342	217	137
ENSLAIG00005000718	1641	1730	1115	2156	1603	1089
ENSLAIG00005000719	0	0	0	0	0	0
ENSLAIG00005000720	2255	1529	800	2568	1399	803
ENSLAIG00005000721	520	545	428	646	621	412
ENSLAIG00005000722	6	2	2	4	4	6
ENSLAIG00005000723	28	183	1	37	336	0
ENSLAIG00005000724	1079	7937	7935	1217	5333	5529
ENSLAIG00005000725	70	56	18	93	52	30
ENSLAIG00005000726	0	0	3	0	0	1
ENSLAIG00005000727	47	59	19	62	77	5
ENSLAIG00005000728	1	0	2	1	0	0
ENSLAIG00005000729	375	390	348	423	427	300
ENSLAIG00005000730	2	26	26	23	18	14
ENSLAIG00005000731	69	66	8	87	63	19
ENSLAIG00005000732	974	1152	1361	2147	986	1274
ENSLAIG00005000733	1108	575	400	1065	625	308
ENSLAIG00005000734	0	1	0	7	0	0
ENSLAIG00005000735	0	0	0	0	5	0
ENSLAIG00005000736	523	381	825	779	435	575
ENSLAIG00005000737	93	67	67	128	86	53
ENSLAIG00005000738	148	91	84	134	103	119
ENSLAIG00005000739	1098	884	654	1182	1032	774
ENSLAIG00005000740	11716	10076	8065	16219	12064	9316
ENSLAIG00005000741	323	290	26564	304	579	21466
ENSLAIG00005000744	849	400	433	768	376	374
ENSLAIG00005000745	742	688	425	959	756	480
ENSLAIG00005000746	698	376	126	599	298	86
ENSLAIG00005000747	798	598	1180	1308	699	749
ENSLAIG00005000748	3829	1764	1049	3427	1437	905
ENSLAIG00005000749	67	63	43	66	88	53
ENSLAIG00005000750	229	229	159	293	214	156
ENSLAIG00005000751	804	945	878	1212	1160	703
ENSLAIG00005000752	228	176	87	319	185	67
ENSLAIG00005000753	223	268	171	305	283	169
ENSLAIG00005000754	18	7	9	9	6	10
ENSLAIG00005000755	3167	2769	3074	4312	2851	2964
ENSLAIG00005000756	1007	929	506	1300	865	465
ENSLAIG00005000757	1041	1378	676	1284	1705	543
ENSLAIG00005000758	877	973	819	1224	1106	840
ENSLAIG00005000759	1620	1528	933	2398	1438	834
ENSLAIG00005000761	0	0	0	0	0	0
ENSLAIG00005000762	1602	1555	1068	1923	1607	869
ENSLAIG00005000764	245	197	97	250	226	105
ENSLAIG00005000765	1284	744	492	1292	641	462
ENSLAIG00005000766	8147	3692	2690	10269	4552	2178
ENSLAIG00005000767	393	183	183	414	163	159
ENSLAIG00005000768	7	10	2	11	5	1
ENSLAIG00005000769	103	12	0	45	7	0
ENSLAIG00005000770	464	482	264	787	545	268
ENSLAIG00005000771	46	25	39	56	35	46
ENSLAIG00005000772	2333	2571	2234	3581	2701	1753
ENSLAIG00005000773	1309	1247	219	1759	1307	175
ENSLAIG00005000774	2	4	11	5	3	8
ENSLAIG00005000776	6	1	8	0	0	2
ENSLAIG00005000777	480	266	109	503	196	117
ENSLAIG00005000778	5965	9548	2617	7871	10508	2354
ENSLAIG00005000779	0	0	0	0	0	0
ENSLAIG00005000781	0	0	90	0	3	96
ENSLAIG00005000782	136	15	22	204	25	14
ENSLAIG00005000783	443	425	228	488	457	243
ENSLAIG00005000784	602	481	361	755	588	360
ENSLAIG00005000785	1	0	0	2	9	2
ENSLAIG00005000787	1074	779	588	1345	832	621
ENSLAIG00005000788	2362	1934	1158	2924	1719	986
ENSLAIG00005000789	21	42	61	36	23	41
ENSLAIG00005000791	3	0	7	0	0	6
ENSLAIG00005000792	22094	17722	10334	28524	17216	9431
ENSLAIG00005000793	145	301	1	150	317	2
ENSLAIG00005000794	19	30	5	22	16	8
ENSLAIG00005000795	581	524	318	696	501	275
ENSLAIG00005000796	828	479	316	932	430	382
ENSLAIG00005000799	4976	7738	4945	7196	6891	4638
ENSLAIG00005000801	1	5	0	5	4	0
ENSLAIG00005000802	22	16	6	16	21	6
ENSLAIG00005000803	610	904	1079	763	1277	1004
ENSLAIG00005000804	52	18	110	79	25	114
ENSLAIG00005000805	12	20	8	8	28	8
ENSLAIG00005000806	857	765	494	1051	800	373
ENSLAIG00005000807	0	0	0	0	0	0
ENSLAIG00005000808	2222	2674	2515	3533	2537	1965
ENSLAIG00005000809	57	1161	82	47	4180	74
ENSLAIG00005000810	2677	783	338	3103	555	371
ENSLAIG00005000811	9	1	0	5	2	0
ENSLAIG00005000812	1	1	0	3	2	2
ENSLAIG00005000813	717	664	436	987	789	456
ENSLAIG00005000814	1453	1791	184	1493	2814	199
ENSLAIG00005000815	563	321	164	465	271	167
ENSLAIG00005000816	2	109	3	11	91	0
ENSLAIG00005000817	0	0	0	0	0	0
ENSLAIG00005000818	339	375	332	473	313	401
ENSLAIG00005000819	248	177	130	242	156	133
ENSLAIG00005000820	2497	2381	1059	2926	2226	1075
ENSLAIG00005000821	217	203	361	315	228	314
ENSLAIG00005000822	2	2	2	6	15	0
ENSLAIG00005000824	193	147	84	211	178	117
ENSLAIG00005000825	813	952	521	1150	1012	429
ENSLAIG00005000826	24385	16799	21622	30669	14465	18877
ENSLAIG00005000827	2	2	0	0	3	0
ENSLAIG00005000828	189	208	1431	318	208	1130
ENSLAIG00005000829	2	5	2	10	2	0
ENSLAIG00005000830	444	218	260	416	193	235
ENSLAIG00005000832	1556	1486	624	1672	1487	627
ENSLAIG00005000833	6046	5089	3053	7059	5164	3063
ENSLAIG00005000834	237	235	79	412	226	101
ENSLAIG00005000835	1307	1009	38	1559	696	44
ENSLAIG00005000836	0	0	0	0	0	0
ENSLAIG00005000837	39	33	15	76	25	14
ENSLAIG00005000838	656	594	10	949	304	18
ENSLAIG00005000839	27	29	15	53	36	20
ENSLAIG00005000840	1666	1700	969	1985	1759	1002
ENSLAIG00005000841	296	227	113	353	193	130
ENSLAIG00005000842	943	782	446	1113	805	464
ENSLAIG00005000844	310	245	236	393	323	220
ENSLAIG00005000845	2861	1882	1366	2937	1937	1550
ENSLAIG00005000847	165	128	105	202	107	85
ENSLAIG00005000848	322	293	337	303	290	315
ENSLAIG00005000850	1034	1014	480	1432	1030	427
ENSLAIG00005000851	0	0	0	0	0	0
ENSLAIG00005000852	2679	2689	1153	3695	2566	1169
ENSLAIG00005000853	761	612	412	952	719	428
ENSLAIG00005000854	515	328	199	490	393	216
ENSLAIG00005000855	258	139	127	243	122	141
ENSLAIG00005000856	3694	3960	2475	6051	4284	1928
ENSLAIG00005000857	70	34	68	100	35	45
ENSLAIG00005000859	767	678	588	1038	778	476
ENSLAIG00005000860	0	0	0	0	0	0
ENSLAIG00005000861	32	45	16	43	24	32
ENSLAIG00005000862	361	271	283	466	284	272
ENSLAIG00005000863	1992	2448	1598	3827	2729	1463
ENSLAIG00005000864	578	1318	735	992	1163	682
ENSLAIG00005000865	33	18	10	44	15	9
ENSLAIG00005000866	100	103	42	160	101	34
ENSLAIG00005000867	745	543	598	881	547	493
ENSLAIG00005000868	0	0	1	0	0	0
ENSLAIG00005000869	1218	1400	1030	1476	1428	984
ENSLAIG00005000870	6	8	1	13	17	1
ENSLAIG00005000871	0	0	0	4	1	0
ENSLAIG00005000872	188	139	110	266	145	142
ENSLAIG00005000873	320	127	59	278	69	59
ENSLAIG00005000874	13	3	8	12	4	7
ENSLAIG00005000875	0	0	0	0	0	0
ENSLAIG00005000876	0	0	0	0	0	0
ENSLAIG00005000877	10	9	12	17	11	13
ENSLAIG00005000878	2705	2462	1118	3269	2328	1065
ENSLAIG00005000880	203	199	159	189	167	195
ENSLAIG00005000881	404	424	391	484	422	416
ENSLAIG00005000882	1	0	0	1	3	0
ENSLAIG00005000883	866	599	429	1295	556	471
ENSLAIG00005000884	283	407	251	361	444	273
ENSLAIG00005000885	683	534	317	763	584	254
ENSLAIG00005000886	3	2	22	3	3	22
ENSLAIG00005000887	236	147	112	279	126	114
ENSLAIG00005000888	588	494	240	712	459	171
ENSLAIG00005000889	0	1	1	0	0	0
ENSLAIG00005000891	522	289	222	518	330	241
ENSLAIG00005000892	0	0	0	0	0	0
ENSLAIG00005000893	3732	4183	3007	5336	4257	3183
ENSLAIG00005000894	0	0	3	0	0	0
ENSLAIG00005000895	0	0	0	1	0	0
ENSLAIG00005000896	25968	23313	9775	34174	23182	9726
ENSLAIG00005000897	4	6	0	3	3	0
ENSLAIG00005000898	170	160	152	190	143	158
ENSLAIG00005000899	247	181	119	280	204	126
ENSLAIG00005000900	0	0	25	0	0	12
ENSLAIG00005000901	520	532	466	616	572	507
ENSLAIG00005000902	191	145	83	216	119	80
ENSLAIG00005000903	26	137	1928	57	168	1342
ENSLAIG00005000904	185	190	184	250	174	149
ENSLAIG00005000905	560	425	401	620	475	425
ENSLAIG00005000906	4750	4682	1302	6746	4549	1148
ENSLAIG00005000908	749	832	1038	967	802	884
ENSLAIG00005000909	1	1	6	1	1	11
ENSLAIG00005000910	227	224	365	218	190	396
ENSLAIG00005000911	2	1	0	5	3	3
ENSLAIG00005000912	19	14	224	41	14	191
ENSLAIG00005000913	834	451	467	715	420	431
ENSLAIG00005000914	3373	2920	1660	4484	2668	1272
ENSLAIG00005000915	520	494	290	708	605	246
ENSLAIG00005000916	712	623	364	871	657	405
ENSLAIG00005000917	530	404	149	671	365	152
ENSLAIG00005000918	1	2	0	0	0	1
ENSLAIG00005000919	4045	1775	606	6336	1631	602
ENSLAIG00005000920	227	259	170	318	249	166
ENSLAIG00005000921	80	56	30	68	41	38
ENSLAIG00005000922	137129	102134	41	161314	127532	41
ENSLAIG00005000923	2271	1742	439	3065	1849	412
ENSLAIG00005000924	829	530	368	668	417	368
ENSLAIG00005000926	0	2	0	0	0	0
ENSLAIG00005000927	369	1377	158	345	945	118
ENSLAIG00005000928	888	2356	448	1694	2073	395
ENSLAIG00005000929	262	263	127	349	225	96
ENSLAIG00005000930	0	0	0	0	0	0
ENSLAIG00005000931	2372	1331	659	2506	1279	816
ENSLAIG00005000932	385	323	226	449	348	224
ENSLAIG00005000934	13	11	16	21	9	9
ENSLAIG00005000935	1157	869	509	1317	956	420
ENSLAIG00005000936	955	516	290	942	586	304
ENSLAIG00005000939	755	832	718	953	1017	743
ENSLAIG00005000941	967	664	588	1174	716	635
ENSLAIG00005000943	2637	2976	2224	4308	3093	1971
ENSLAIG00005000944	0	1	1	0	0	0
ENSLAIG00005000946	56	102	62	65	122	29
ENSLAIG00005000947	0	0	2	0	0	0
ENSLAIG00005000949	0	0	0	0	0	0
ENSLAIG00005000950	11	13	68	10	8	50
ENSLAIG00005000952	787	647	1665	900	731	1834
ENSLAIG00005000955	20	14	525	31	13	380
ENSLAIG00005000958	322	238	347	341	194	265
ENSLAIG00005000960	3979	5446	2574	7191	5897	1970
ENSLAIG00005000961	1	21	2	8	14	0
ENSLAIG00005000963	0	1	0	0	8	0
ENSLAIG00005000964	504	409	195	549	321	214
ENSLAIG00005000965	4	0	4	6	1	6
ENSLAIG00005000966	434	348	285	479	296	314
ENSLAIG00005000968	50	56	45	84	33	27
ENSLAIG00005000969	10	7	3	8	9	0
ENSLAIG00005000971	172	105	151	231	114	138
ENSLAIG00005000972	219	147	202	355	202	185
ENSLAIG00005000973	0	0	0	0	0	0
ENSLAIG00005000975	506	343	21	625	178	26
ENSLAIG00005000977	462	401	1628	607	500	1570
ENSLAIG00005000978	1074	1063	1081	1398	1106	1027
ENSLAIG00005000979	463	425	193	670	405	184
ENSLAIG00005000982	20	74	96	33	86	71
ENSLAIG00005000983	6929	6873	7215	8121	7037	7617
ENSLAIG00005000985	364	407	213	474	436	219
ENSLAIG00005000987	0	0	0	2	0	0
ENSLAIG00005000988	432	555	256	561	580	198
ENSLAIG00005000989	5694	3360	3194	8683	2603	2941
ENSLAIG00005000990	303	283	237	327	259	265
ENSLAIG00005000991	74	62	3	105	31	4
ENSLAIG00005000992	3120	2356	1081	3537	2218	1024
ENSLAIG00005000994	782	438	413	967	350	244
ENSLAIG00005000995	45	60	105	51	54	168
ENSLAIG00005000996	0	0	0	1	0	0
ENSLAIG00005000997	1231	1091	1202	1331	944	1115
ENSLAIG00005001001	10097	10219	2727	13500	9939	2865
ENSLAIG00005001003	0	0	0	0	0	0
ENSLAIG00005001005	1110	2477	693	2158	2240	663
ENSLAIG00005001006	176	104	107	129	77	81
ENSLAIG00005001008	102	130	57	135	156	59
ENSLAIG00005001010	5	5	1	12	9	1
ENSLAIG00005001011	1508	1337	1110	1805	1288	1324
ENSLAIG00005001012	373	436	106	472	378	114
ENSLAIG00005001014	0	2	0	0	0	0
ENSLAIG00005001016	4	7	0	5	1	0
ENSLAIG00005001017	246	185	13425	293	1054	12963
ENSLAIG00005001018	614	1485	643	1121	1142	500
ENSLAIG00005001019	469	444	397	580	450	416
ENSLAIG00005001020	2501	868	71	2727	1353	64
ENSLAIG00005001021	0	9	51323	0	3	56692
ENSLAIG00005001022	118	53	47	136	73	46
ENSLAIG00005001023	4	4	2	0	3	1
ENSLAIG00005001024	542	742	717	688	906	749
ENSLAIG00005001025	0	0	0	1	0	0
ENSLAIG00005001026	1032	696	534	961	672	519
ENSLAIG00005001027	309	137	113	275	98	127
ENSLAIG00005001028	1116	857	333	1321	713	301
ENSLAIG00005001029	285	525	213	554	329	139
ENSLAIG00005001030	3131	2055	1047	3136	1422	780
ENSLAIG00005001031	454	454	540	802	560	379
ENSLAIG00005001032	153	82	53	223	87	49
ENSLAIG00005001033	0	3	1	1	0	3
ENSLAIG00005001035	0	0	0	0	0	0
ENSLAIG00005001036	728	985	1046	1695	1569	1150
ENSLAIG00005001037	0	0	0	0	1	0
ENSLAIG00005001038	274	333	308	382	413	351
ENSLAIG00005001039	0	0	1	0	0	0
ENSLAIG00005001040	56	23	41	31	40	49
ENSLAIG00005001041	298	98	15	299	120	16
ENSLAIG00005001042	1184	1339	1419	1523	1373	1367
ENSLAIG00005001043	0	2	0	2	1	0
ENSLAIG00005001044	581	633	649	950	752	507
ENSLAIG00005001045	0	0	0	0	0	0
ENSLAIG00005001046	318	269	198	376	293	193
ENSLAIG00005001047	1624	2310	4525	2755	2578	4033
ENSLAIG00005001048	0	0	16	1	1	48
ENSLAIG00005001049	0	0	0	0	0	0
ENSLAIG00005001050	19	19	18	22	7	13
ENSLAIG00005001051	5187	4383	2062	5416	4303	1812
ENSLAIG00005001053	0	2	3	3	2	8
ENSLAIG00005001054	1455	924	550	1624	910	490
ENSLAIG00005001055	5598	3597	2177	5639	3326	2114
ENSLAIG00005001057	571	372	237	605	410	226
ENSLAIG00005001058	2999	3980	1826	5253	4537	1718
ENSLAIG00005001060	50	33	20	82	38	17
ENSLAIG00005001062	398	395	288	571	483	241
ENSLAIG00005001063	2	0	3	2	0	2
ENSLAIG00005001064	113	132	205	188	113	263
ENSLAIG00005001065	2113	3478	2710	3591	4140	2208
ENSLAIG00005001066	2	14	3	5	3	0
ENSLAIG00005001067	29	16	10	42	13	15
ENSLAIG00005001068	0	0	0	0	0	0
ENSLAIG00005001069	289	241	143	426	203	178
ENSLAIG00005001070	17	7	9	15	13	8
ENSLAIG00005001071	0	0	0	5	1	1
ENSLAIG00005001073	1	2	0	0	0	1
ENSLAIG00005001074	439	428	335	537	420	388
ENSLAIG00005001076	2	2	0	0	1	0
ENSLAIG00005001077	2	10	5494	0	28	3208
ENSLAIG00005001078	908	2327	299	2014	2258	265
ENSLAIG00005001079	1030	5206	1017	2526	4276	978
ENSLAIG00005001080	20	7	5	11	6	2
ENSLAIG00005001081	1	1	6	5	5	0
ENSLAIG00005001082	0	0	5	1	2	3
ENSLAIG00005001083	2057	1639	634	2396	1664	669
ENSLAIG00005001084	1008	1230	701	1000	1544	704
ENSLAIG00005001085	464	475	293	624	432	268
ENSLAIG00005001086	329	259	276	319	224	286
ENSLAIG00005001087	5	1	3	5	2	4
ENSLAIG00005001088	0	10	0	0	7	0
ENSLAIG00005001090	2473	6096	860	4478	3632	812
ENSLAIG00005001091	1270	1405	842	1718	1634	987
ENSLAIG00005001092	1992	2804	1691	3080	3042	1410
ENSLAIG00005001093	300	486	847	719	589	529
ENSLAIG00005001094	2	0	0	1	1	0
ENSLAIG00005001095	0	0	0	0	0	0
ENSLAIG00005001096	0	0	0	0	0	0
ENSLAIG00005001097	1986	1386	1056	2323	1399	1015
ENSLAIG00005001099	450	393	203	596	541	301
ENSLAIG00005001100	2924	1285	354	3030	718	250
ENSLAIG00005001101	6943	8418	7817	6135	9851	7543
ENSLAIG00005001102	981	1214	1000	1504	1634	856
ENSLAIG00005001103	193	171	167	170	175	178
ENSLAIG00005001104	232	172	103	231	164	116
ENSLAIG00005001105	905	772	638	1450	744	581
ENSLAIG00005001106	2942	2302	2380	3782	2238	2229
ENSLAIG00005001107	545	654	7072	481	1356	7080
ENSLAIG00005001108	0	1	4	1	1	7
ENSLAIG00005001109	198	122	64	334	99	54
ENSLAIG00005001110	442	283	279	496	362	275
ENSLAIG00005001111	997	691	569	1148	753	562
ENSLAIG00005001112	0	0	5	0	0	0
ENSLAIG00005001113	186	236	183	236	195	192
ENSLAIG00005001115	1810	1954	2169	2324	2037	2411
ENSLAIG00005001116	141	173	117	200	192	136
ENSLAIG00005001117	0	0	0	0	0	0
ENSLAIG00005001118	106	68	45	168	84	51
ENSLAIG00005001119	3118	2383	1476	3676	2301	1338
ENSLAIG00005001120	298	260	230	349	262	228
ENSLAIG00005001121	0	0	2	3	4	2
ENSLAIG00005001122	0	12	0	0	9	0
ENSLAIG00005001123	27155	29766	13745	42216	28660	11755
ENSLAIG00005001124	1077	764	213	1111	622	175
ENSLAIG00005001125	2369	1943	1351	3072	1994	1065
ENSLAIG00005001126	1312	2558	2857	1275	2264	2401
ENSLAIG00005001128	20	10	8	16	12	10
ENSLAIG00005001129	403	258	162	422	379	157
ENSLAIG00005001130	379	497	289	480	570	244
ENSLAIG00005001132	185	135	54	191	153	65
ENSLAIG00005001134	1826	1522	941	2335	1877	1034
ENSLAIG00005001135	5	3	4	6	8	9
ENSLAIG00005001136	1603	2919	2569	2480	2679	1905
ENSLAIG00005001137	2329	1971	864	2748	1870	910
ENSLAIG00005001138	1	0	0	1	0	0
ENSLAIG00005001139	2	23	28	11	13	11
ENSLAIG00005001141	523	475	368	755	563	329
ENSLAIG00005001142	6	3	58	6	15	22
ENSLAIG00005001144	16	13	153	17	14	167
ENSLAIG00005001145	2	1	0	1	3	0
ENSLAIG00005001146	3536	3817	2262	4747	4142	2118
ENSLAIG00005001147	9355	10105	5330	11896	9395	5033
ENSLAIG00005001149	266977	84897	10252	223621	45094	8221
ENSLAIG00005001150	203	103	138	222	90	115
ENSLAIG00005001151	133	160	67	233	170	52
ENSLAIG00005001152	0	0	0	0	0	0
ENSLAIG00005001153	5	1	6	5	5	3
ENSLAIG00005001155	43	40	20	59	61	8
ENSLAIG00005001156	434	614	473	515	1048	431
ENSLAIG00005001157	602	409	312	703	409	301
ENSLAIG00005001159	25	121	5	48	115	3
ENSLAIG00005001160	6	7	3	11	16	1
ENSLAIG00005001161	0	3	1	2	4	0
ENSLAIG00005001162	1892	2036	1059	2770	2572	1123
ENSLAIG00005001163	5181	6285	2134	5277	6136	2133
ENSLAIG00005001164	1031	905	645	1435	924	636
ENSLAIG00005001165	1	1	2	1	3	5
ENSLAIG00005001167	693	867	324	1107	825	295
ENSLAIG00005001168	6	6	2	11	4	3
ENSLAIG00005001169	168	129	108	199	150	84
ENSLAIG00005001171	1443	1122	602	1533	1129	567
ENSLAIG00005001172	424	325	151	375	321	139
ENSLAIG00005001173	106	80	60	129	90	39
ENSLAIG00005001174	779	650	321	956	588	354
ENSLAIG00005001176	2445	2941	966	3250	3424	927
ENSLAIG00005001177	507	411	285	652	441	290
ENSLAIG00005001180	0	0	0	0	0	0
ENSLAIG00005001181	645	459	177	605	433	191
ENSLAIG00005001182	826	734	641	889	726	598
ENSLAIG00005001183	0	0	0	0	2	0
ENSLAIG00005001184	49	61	21	80	49	35
ENSLAIG00005001186	0	0	0	3	0	1
ENSLAIG00005001187	249	211	228	344	220	218
ENSLAIG00005001189	835	1257	447	1349	1458	435
ENSLAIG00005001191	488	478	305	532	472	266
ENSLAIG00005001196	288	246	114	293	233	138
ENSLAIG00005001197	535	701	453	662	771	484
ENSLAIG00005001199	464	380	252	531	337	221
ENSLAIG00005001200	27	9	1	37	26	2
ENSLAIG00005001201	490	205	169	483	219	169
ENSLAIG00005001202	7	5	2	13	7	3
ENSLAIG00005001203	1022	836	879	1315	748	793
ENSLAIG00005001204	99	128	62	125	80	97
ENSLAIG00005001205	1251	951	531	1573	986	468
ENSLAIG00005001206	107	2825	589	650	7720	531
ENSLAIG00005001207	1745	1332	928	2322	1229	715
ENSLAIG00005001210	946	725	999	908	673	995
ENSLAIG00005001211	582	403	185	557	347	130
ENSLAIG00005001212	1111	900	977	1189	935	1069
ENSLAIG00005001214	1	6	4	3	2	1
ENSLAIG00005001215	0	0	0	0	0	0
ENSLAIG00005001216	506	439	421	982	286	434
ENSLAIG00005001217	829	1732	1555	1190	1983	1230
ENSLAIG00005001219	42	25	2	75	23	3
ENSLAIG00005001220	94	127	58	177	120	50
ENSLAIG00005001221	2104	2139	1020	2986	2233	969
ENSLAIG00005001222	0	0	11	0	0	8
ENSLAIG00005001223	44357	37550	28329	51383	40557	25550
ENSLAIG00005001224	680	749	530	794	646	626
ENSLAIG00005001226	163	71	49	125	57	62
ENSLAIG00005001228	0	1	0	0	0	0
ENSLAIG00005001229	9	14	4	21	9	6
ENSLAIG00005001230	372	316	174	444	389	226
ENSLAIG00005001232	0	0	0	0	0	0
ENSLAIG00005001234	7534	7053	2257	9672	6273	2129
ENSLAIG00005001235	1901	2357	1329	3034	2507	1172
ENSLAIG00005001236	405	325	289	369	362	349
ENSLAIG00005001238	266	184	138	315	161	192
ENSLAIG00005001239	216	198	29	323	231	28
ENSLAIG00005001240	231	186	170	263	201	181
ENSLAIG00005001242	22	11	9	20	12	12
ENSLAIG00005001243	193	190	107	224	197	115
ENSLAIG00005001244	53	448	4	81	487	3
ENSLAIG00005001246	38	39	7	43	26	13
ENSLAIG00005001247	179	172	132	202	238	140
ENSLAIG00005001248	0	0	0	0	0	0
ENSLAIG00005001250	449	405	323	648	450	320
ENSLAIG00005001251	1540	1072	540	1623	955	531
ENSLAIG00005001252	0	0	0	0	0	0
ENSLAIG00005001253	330	238	136	381	244	118
ENSLAIG00005001254	406	382	371	466	481	348
ENSLAIG00005001255	274	246	134	297	223	140
ENSLAIG00005001257	1384	1593	1378	1926	1768	1180
ENSLAIG00005001258	0	3	3	0	0	1
ENSLAIG00005001259	1	1	0	9	3	2
ENSLAIG00005001261	280	446	299	369	545	295
ENSLAIG00005001262	0	5	0	0	11	0
ENSLAIG00005001263	2	92	56	2	112	33
ENSLAIG00005001264	217	176	92	271	146	108
ENSLAIG00005001265	112	50	11	90	44	17
ENSLAIG00005001266	934	1957	2195	1531	2285	2182
ENSLAIG00005001267	1734	1656	919	2522	1714	856
ENSLAIG00005001268	0	2	0	0	2	0
ENSLAIG00005001269	641	531	194	721	625	203
ENSLAIG00005001270	926	683	433	1036	684	459
ENSLAIG00005001271	2952	3507	1740	4275	3652	1681
ENSLAIG00005001272	492	655	4732	551	480	6842
ENSLAIG00005001273	371	270	265	433	228	261
ENSLAIG00005001274	660	400	251	601	419	259
ENSLAIG00005001275	1192	1048	403	1567	1282	438
ENSLAIG00005001277	140	310	429	270	255	480
ENSLAIG00005001279	2350	250	22	2770	299	33
ENSLAIG00005001280	232	175	188	228	202	213
ENSLAIG00005001281	625	629	622	793	745	590
ENSLAIG00005001283	511	392	343	736	249	312
ENSLAIG00005001284	488	383	283	535	412	436
ENSLAIG00005001285	589	452	321	544	477	347
ENSLAIG00005001286	563	487	404	735	546	460
ENSLAIG00005001287	4	9	69	5	24	41
ENSLAIG00005001288	32	221	101158	55	1480	71217
ENSLAIG00005001289	617	990	6921	1466	677	8203
ENSLAIG00005001290	635	629	211	813	692	226
ENSLAIG00005001291	203	179	109	223	156	104
ENSLAIG00005001292	2	1	1	6	1	0
ENSLAIG00005001293	2887	3182	1770	4048	3670	1704
ENSLAIG00005001294	1	1	4	0	0	3
ENSLAIG00005001295	995	836	200	1197	833	200
ENSLAIG00005001296	1897	4413	886	2213	3956	1166
ENSLAIG00005001297	2779	2719	1742	3322	2189	1594
ENSLAIG00005001298	24874	15433	82	29331	11862	70
ENSLAIG00005001299	245	245	183	265	258	255
ENSLAIG00005001300	3631	3944	1649	4990	4018	1514
ENSLAIG00005001302	774	868	1127	970	890	1173
ENSLAIG00005001303	4183	448	730	4891	346	677
ENSLAIG00005001305	579	717	1051	747	842	1035
ENSLAIG00005001306	702	541	413	951	699	460
ENSLAIG00005001308	1411	941	732	1737	1039	599
ENSLAIG00005001309	27	8	4	37	15	6
ENSLAIG00005001310	987	763	410	1126	826	456
ENSLAIG00005001311	0	2	21	0	6	30
ENSLAIG00005001312	520	467	262	655	592	265
ENSLAIG00005001313	0	0	0	0	0	0
ENSLAIG00005001314	827	3596	1359	1527	3199	1113
ENSLAIG00005001315	415	403	154	388	425	157
ENSLAIG00005001316	859	545	411	810	537	427
ENSLAIG00005001317	57	24	30	56	39	20
ENSLAIG00005001319	1	1	0	3	1	6
ENSLAIG00005001321	1	2	0	0	2	0
ENSLAIG00005001322	401	562	441	562	630	435
ENSLAIG00005001323	44	4	4	129	4	0
ENSLAIG00005001324	292	186	100	431	183	64
ENSLAIG00005001325	495	397	322	611	458	345
ENSLAIG00005001328	3121	1892	1234	3932	1851	1014
ENSLAIG00005001329	531	633	559	643	684	491
ENSLAIG00005001330	102	69	60	114	92	48
ENSLAIG00005001333	1417	972	567	1225	662	427
ENSLAIG00005001334	0	1	0	0	0	1
ENSLAIG00005001335	0	4	0	0	1	0
ENSLAIG00005001336	0	1	0	2	4	0
ENSLAIG00005001337	2	0	0	2	4	0
ENSLAIG00005001339	902	2018	161	1619	2182	152
ENSLAIG00005001340	2	4	2	3	4	2
ENSLAIG00005001341	524	131	1906	416	333	1868
ENSLAIG00005001342	24	15	37	33	5	21
ENSLAIG00005001343	0	0	0	0	0	0
ENSLAIG00005001344	582	582	462	648	643	410
ENSLAIG00005001345	4	0	0	11	5	0
ENSLAIG00005001346	179	147	484	224	143	593
ENSLAIG00005001347	1	4	2	8	2	3
ENSLAIG00005001349	940	1072	741	1383	1100	693
ENSLAIG00005001350	1102	994	937	1160	982	944
ENSLAIG00005001351	2	1	0	3	2	1
ENSLAIG00005001354	1415	1656	1410	1729	1502	1345
ENSLAIG00005001355	13	32	317	6	123	1557
ENSLAIG00005001357	0	2	1	4	3	2
ENSLAIG00005001358	1380	1428	806	2019	1364	745
ENSLAIG00005001360	684	715	781	953	895	768
ENSLAIG00005001361	14056	23321	23073	26805	33546	20765
ENSLAIG00005001363	85	82	70	132	65	69
ENSLAIG00005001364	659	536	340	735	530	386
ENSLAIG00005001365	3938	4666	1473	4998	4528	1256
ENSLAIG00005001366	1372	1195	556	1875	1112	516
ENSLAIG00005001368	0	0	0	0	0	0
ENSLAIG00005001369	5	0	0	5	2	0
ENSLAIG00005001370	156	281	6	282	218	8
ENSLAIG00005001372	250	166	109	227	150	126
ENSLAIG00005001373	591	571	385	698	542	347
ENSLAIG00005001374	1124	886	621	1313	917	562
ENSLAIG00005001375	286	770	566	478	1329	633
ENSLAIG00005001376	12	67	14	24	40	12
ENSLAIG00005001377	321	242	225	357	268	207
ENSLAIG00005001378	8	12	13	12	10	9
ENSLAIG00005001379	259	240	121	341	244	148
ENSLAIG00005001380	20	18	7	38	15	0
ENSLAIG00005001381	3	0	3	3	0	2
ENSLAIG00005001382	0	0	0	0	0	0
